link, name, description, keywords, category, cuisine, ingredients, instructions, calories, fat, saturates, sugar, salt
https://groceries.asda.com/recipes/easy-onepan-noodles/9aa9aa48-ce05-11ea-ba22-8511f943712f,Easy one-pan noodles,Flavoured with cleansing ginger and sweet chilli  our prawn and egg noodle broth is perfectly simple – and simply perfect,chinese dinner easy fakeaway get your cook on gyco noodle noodles one pan one pot prawns simple takeaway,Lunch Main course,Chinese,1 reduced-salt chicken stock cube  made up to 700ml ½ carrot  trimmed and peeled  1tbsp chopped fresh ginger  2tsp reduced-salt soy sauce  2tbsp sweet chilli sauce 125g Sharwood’s Medium Egg Noodles 50g frozen cooked and peeled prawns  thawed  30g baby spinach  2 spring onions  sliced ,Heat the stock in a large pan on a high heat. Meanwhile peel the carrot into thin ribbons with a veg peeler. Add the ginger soy sauce sweet chilli sauce and egg noodles to the pan. Cover with a lid and simmer for 3 minutes then add the carrot ribbons prawns and spinach.Bring back to the boil re-cover with the lid and simmer for another 1-2 minutes until the noodles are soft and the veg is tender. Sprinkle in the spring onion before serving. ,Each serving of this recipe contains 300kcal of Energy. This represents    15 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 1.7g of Fat. This represents    2 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 0.6g of Saturates. This represents    3 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 11.5g of Sugar. This represents    13 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 2.30g of Salt. This represents    38 percent of an adult’s daily reference intake which is considered a high amount
https://groceries.asda.com/recipes/broccoli-and-cheese-frittata-bars/384f036c-2aff-11e9-8802-7daf07a34f81,Broccoli and cheese frittata bars,'These bars are ideal for a picnic or lunch boxes and easy for little hands to hold.',broccoli eat them to defeat them kids kids food luncbox picnic snack,Light meals Lunch Snacks,British,½tbsp rapeseed oil 200g broccoli florets  finely chopped 1 carrot  finely grated 6 medium eggs 75g Asda 30% Less Fat Mature British Cheese  grated 1½tbsp plain flour ½tsp dried oregano,Preheat the oven to 180C/160C Fan/Gas 4. Line a 24cm square dish with baking paper.Heat the oil in a frying pan then fry the broccoli for 3-4 mins stirring until starting to soften. Add the carrot and cook for 1 min then tip into the dish.Put the eggs in a large jug and whisk together. Add the grated cheese flour and oregano and mix again until smooth.Pour the egg mixture over the broccoli and carrot then bake for 15-18 mins until the frittata is firm to the touch.Cool for 5-10 mins in the dish. Cut into 8 pieces and serve 2 bars per person.,Each serving of this recipe contains 247kcal of Energy. This represents    12 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 14.3g of Fat. This represents    20 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 5.2g of Saturates. This represents    26 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 3.2g of Sugar. This represents    4 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 0.72g of Salt. This represents    12 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/aloo-gobi-potato-cauliflower-curry/384e66b3-2aff-11e9-8802-7daf07a34f81,Aloo Gobi (potato & cauliflower curry),This veg-packed dish is full of traditional Indian spices  and low in fat  sugar and salt.,31-60 min. all autumn budget budget recipes curry recipes diwali eid family favourites family meals healthy recipes indian inspiration main one pot meals potato spring summer vegetable vegetarian vegetarian recipes winter world flavours,Dinner Main course,Indian,1 level tsp Schwartz Fennel Seeds 1 level tsp Asda Mustard Seeds 1 level tsp ground cumin 1 level tsp ground coriander 1 level tsp ground turmeric 2 tbsp sunfower oil 1 medium onion  halved and sliced 1cm piece root ginger  peeled and grated 2 green chillies  de-seeded and finely chopped  plus extra to serve 2 cloves garlic  crushed 400g potatoes  peeled and cut into 2cm chunks 1 bay leaf 225g pack cherry tomatoes on the vine  removed from the vine and quartered 1 caulifower 1 tbsp chopped fresh coriander  plus leaves to garnish Chopped red chilli  to serve Naan bread  to serve,Crush the fennel and mustard seeds in a pestle and mortar or put in a small bowl and carefully crush with the end of a rolling pin. Mix with the cumin coriander and turmeric. Set aside.Heat the oil in a large pan and cook the onion until soft and translucent. Add the ginger and chillies and cook for 2 minutes. Add the garlic and cook for 1 minute. Reduce the heat add the spice mixture and stir for 1 minute. Add the potatoes and bay leaf and stir to coat. Add the tomatoes and 400ml water and heat until simmering. Cover and simmer for 5 minutes.Meanwhile cut the caulifower into florets discarding the tough stem and any leaves. Add to the saucepan cover and simmer for 15 minutes.Gently stir in the chopped fresh coriander. Garnish with extra coriander leaves and serve with the red chillies and naan bread.,Each serving of this recipe contains 237kcal of Energy. This represents    12 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 8.2g of Fat. This represents    12 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.2g of Saturates. This represents    6 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 8.6g of Sugar. This represents    10 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 0.04g of Salt. This represents    less than 1 percent of an adult’s daily reference intake which is considered a low amount
https://groceries.asda.com/recipes/sticky-sausages/384df1dc-2aff-11e9-8802-7daf07a34f81,Sticky sausages,To save last-minute preparation time  mix the glaze and arrange the sausages in the roasting tin earlier in the day. Keep in the fridge until they are ready to cook.,all british budget budget recipes buffet canapes easy meals inspiration kid-friendly recipes less than 30 min. lessthan30 new year party dishes party food pork quick and easy roast sausage snack,Canapés Buffet,British,Sunflower oil  for greasing 400g pack Asda Extra Special Cocktail Sausages 1 tbsp soy sauce 1 tbsp sweet chilli sauce 1 tbsp clear honey 1 tbsp redcurrant jelly,Pre-heat the oven to 190C/170C Fan/Gas 5. Grease a roasting tin with oil. Separate the cocktail sausages and put them in the roasting tin. Cook in the oven for 12-15 minutes.Mix together the soy sauce sweet chilli sauce honey and redcurrant jelly and add to the tin. Turn the sausages in the glaze until they are coated all over. Bake for another 10 minutes. Serve warm.,Each serving of this recipe contains 138kcal of Energy. This represents    7 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 9.9g of Fat. This represents    14 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 3.6g of Saturates. This represents    18 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 4.8g of Sugar. This represents    5 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.2g of Salt. This represents    20 percent of an adult’s daily reference intake which is considered a high amount
https://groceries.asda.com/recipes/sweet-potato-quinoa-cannellini-bean-cakes/384e6734-2aff-11e9-8802-7daf07a34f81,Sweet potato  quinoa & cannellini bean cakes,Quinoa – pronounced keen-wah – is a gluten-free wholegrain and a source of protein. It has a delicate  nutty taste and chewy texture.,20 march flavours 31-60 min. all autumn bake beans family favourites family meals global healthy recipes low cost main pulses spring summer sweet potato vegetable vegetarian vegetarian recipes weekday winners,Main course Dinner,,200g sweet potato (peeled weight)  cut into large  even-sized chunks 200g potato (peeled weight)  cut into large  even-sized chunks 300g can cannellini beans  drained and rinsed 1/2 tsp crushed dried chilli flakes (optional) 75g quinoa 3 tbsp chopped parsley 4 vine-ripened tomatoes  chopped 1 ripe avocado  stoned and cubed 200g sweetcorn  cooked and drained 4 spring onions  trimmed and sliced 1 lime  juice of Salad leaves  to serve,Pre-heat the oven to 180C/160C Fan/Gas 4. Line a baking tray with baking paper. Cook the potato chunks in a pan of boiling water for 10 minutes then add the sweet potato and cook for another 10 minutes or until tender.Drain and return to the pan. Place on a low heat and cook for 1 minute to steam off any liquid. Transfer to a large bowl and add the beans and chilli if using.Meanwhile put the quinoa in another pan cover with cold water and bring to the boil then simmer for 12-15 minutes. Drain and add to the potato mixture.Add the parsley season with pepper then mash. Shape into 8 cakes place on the baking tray and bake for 20 minutes.Meanwhile make the salsa. Put the tomatoes avocado sweetcorn and spring onions in a bowl add the lime juice then mix well. Serve with the cakes with salad leaves on the side.,Each serving of this recipe contains 344kcal of Energy. This represents    17 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 9.7g of Fat. This represents    14 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 1.9g of Saturates. This represents    10 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 11.2g of Sugar. This represents    12 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 0.39g of Salt. This represents    7 percent of an adult’s daily reference intake which is considered a low amount
https://groceries.asda.com/recipes/red-lentil-vegetable-dahl/384dcadd-2aff-11e9-8802-7daf07a34f81,Red lentil & vegetable dahl,A hearty and delicious vegetarian curry that even meat eaters will love.,31-60 min. all autumn budget budget recipes comfort food curry recipes family favourites family meals indian inspiration main pea recipes pulses vegetable vegetarian vegetarian recipes weekday winners winter world flavours,Dinner Main course,Indian,2 boiled eggs to serve 1 small onion  finely chopped 2 tbsp oil 1 and 1/2 level tsp tumeric 1 and a 1/2 level tsp cumin 1 tbsp Asda Garam Masala 1 red chilli  de-seeded and chopped (or 1/2 tsp crushed dried chillies) 2 tomatoes  chopped 200g red lentils  rinsed 500ml vegetable stock (made with 1 stock cube) 250g Asda Frozen Broccoli  Cauliflower & Baby Carrots 100g frozen peas 4 Asda Chosen by you Naan Breads  to serve,Fry the onion in the oil until soft but not coloured. Add the ground spices and 2 tbsp of cold water. Cook over a low heat for a minute.Add the chilli and tomatoes and cook for 3-4 minutes stirring until the tomatoes have softened.Add the lentils and 450ml stock and heat until simmering. Cover. Simmer for 20 minutes stirring often.Stir in the frozen veg and the rest of the stock. Return to a simmer and cook for 5 minutes. Serve with naan breads and quartered boiled eggs.,Each serving of this recipe contains 705kcal of Energy. This represents    35 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 20g of Fat. This represents    29 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 3.5g of Saturates. This represents    17 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 7.7g of Sugar. This represents    9 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.9g of Salt. This represents    32 percent of an adult’s daily reference intake which is considered a high amount
https://groceries.asda.com/recipes/slow-cooker-beef-in-oyster-sauce/384eb509-2aff-11e9-8802-7daf07a34f81,Slow cooker beef in oyster sauce,Our slow cooker version of the Chinese takeaway classic makes for a hearty dinner when you get home,all asian autumn beef chinese comfort food family meals food freezable inspiration low cost main more than 91 min. recipes slow cook slow cooker weekday winners winter world flavours,Dinner Main course,Chinese,400g pack Butcher's Selection Diced Beef 4 tbsp Chosen by you Oyster Sauce 250ml beef stock (made with stock cube) 1.5 tsp five spice 200g frozen sliced peppers 200g frozen mushrooms 1 level tbsp cornflour  mixed with 1 tsp water 250g Chosen by you Udon Noodles 200g frozen broccoli,Put the beef in the slow cooker and pour over the oyster sauce stock and five spice. Turn the setting to low and cook for 6-8 hours.One hour before serving add the peppers mushrooms and cornflour mixture to the slow cooker.Stir in throughly until well combined then leave to continue cooking.10 minutes before serving cook the noodles and broccoli according to the instructions on the packs. Serve with the beef.,Each serving of this recipe contains 366kcal of Energy. This represents    18 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 6.9g of Fat. This represents    10 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 2.5g of Saturates. This represents    13 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 3.5g of Sugar. This represents    4 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 1.98g of Salt. This represents    33 percent of an adult’s daily reference intake which is considered a high amount
https://groceries.asda.com/recipes/celeriac-and-apple-soup/384f03d8-2aff-11e9-8802-7daf07a34f81,Celeriac and apple soup,Hearty celeriac gives a velvety texture to this dish  while the apples add sweetness,autumn celeriac root vegetable soup,Light meals Lunch Soup,British,1tbsp rapeseed oil 20g unsalted butter 1 large onion  chopped Whole celeriac  peeled and cut into 2cm cubes 2 eating apples  peeled  cored and cut into 2cm chunks 1 bay leaf 1tbsp thyme leaves  plus extra  to serve 2 reduced-salt vegetable stock cubes  made up to 900ml with boiling water 3tbsp single cream 75g Extra Special Butler's Farmhouse Blue Cheese  crumbled 30g walnuts  toasted and chopped,Heat the oil and butter in a large pan over a medium heat. Add the onion and fry for 2-3 mins until soft. Add the celeriac. Cook for 4-5 mins.Add the apples bay leaf reserving the extra for the garnish. Add the stock to the pan bring to the boil reduce the heat cover and simmer for 25 mins until the celeriac is tender.Remove from the heat and take out the bay leaf. Blitz with a handheld blender and swirl in the cream.Divide between 6 bowls and scatter over the blue cheese walnuts and the reserved thyme. Serve immediately.,Each serving of this recipe contains 225kcal of Energy. This represents    11 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 14.7g of Fat. This represents    21 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 6.2g of Saturates. This represents    31 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 10.1g of Sugar. This represents    11 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.11g of Salt. This represents    19 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/creamy-chicken-vegetable-curry/384da390-2aff-11e9-8802-7daf07a34f81,Creamy chicken & vegetable curry,If you want a more fiery taste  use hot curry powder or add a few pinches of crushed chilli flakes.,all chicken comfort food curry recipes easy meals family meals indian inspiration less than 30 min. lessthan30 low cost main quick and easy quick dinners spring summer world flavours,Main course Dinner,Indian,2 naan breads 2 tbsp sunflower oil 1 onion  finely chopped 2 level tbsp Asda Mild Curry Powder 2 x 400g cans Asda Chunky Chicken in Savoury White Sauce 400g can Bonduelle Extra Small Baby Carrots  drained 2 x 400g cans Asda Butter Beans  drained,To heat the naan bread on a camping stove half-fill a pan with water cover and heat until simmering. Remove the lid and put a plate on top. Sprinkle the naan bread with a little water. Wrap in foil and put the parcel on the plate to heat through turning occasionally.Heat the oil in a pan add the chopped onion and cook until soft and golden stirring often. Add the curry powder and a good splash of cold water and cook over a low heat for 1 minute stirring all the time.Add the chicken and its sauce the baby carrots and the butter beans. Stir gently until evenly mixed.Heat until simmering stirring gently all the time. Serve with the warm naan breads.,Each serving of this recipe contains 643kcal of Energy. This represents    32 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 25.2g of Fat. This represents    36 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 7.7g of Saturates. This represents    38 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 4.7g of Sugar. This represents    5 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 2.1g of Salt. This represents    35 percent of an adult’s daily reference intake which is considered a high amount
https://groceries.asda.com/recipes/mussels-in-a-turmeric-and-dill-broth/384f0447-2aff-11e9-8802-7daf07a34f81,Mussels in a turmeric and dill broth,Subtly spicy  earthy turmeric teams wonderfully with fragrant coconut in this seafood dish,broth mussels seafood soup,Dinner Light meals Main course Soup,Thai,1kg shell-on raw mussels 1tbsp rapeseed oil 2 shallots  finely sliced 1 carrot  finely diced 1 clove garlic  chopped 1 medium red chilli  sliced 1tsp ground turmeric 1 stalk lemongrass  bashed 750ml basic chicken stock (see recipe at ASDA.GL/broth) 400ml coconut milk 1tbsp fish sauce 12 cherry tomatoes  halved 2tbsp chopped fresh dill  plus extra to garnish Lime wedges  to serve,Rinse the mussels under cold water and remove any beards by pulling them firmly. Set aside.Heat the oil in a large pan over a medium heat. Add the shallots and carrot and fry for 5 mins. Add the garlic and chilli and fry for 2 mins then stir in the turmeric. Fry for 1 min then add the lemongrass broth coconut milk and fish sauce. Bring to the boil then simmer for 5 mins.Add the mussels bring back to the boil then cover and simmer for 5 mins until all the mussels have opened. Discard any that are unopened. Stir through the tomatoes and dill.Divide the mussels between 6 bowls. Spoon over the broth garnish with dill and serve immediately with the lime wedges.,Each serving of this recipe contains 222kcal of Energy. This represents    11 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 14.8g of Fat. This represents    21 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 10.5g of Saturates. This represents    53 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 3.7g of Sugar. This represents    4 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 1.08g of Salt. This represents    18 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/pork-in-mustard-sauce/384dcacd-2aff-11e9-8802-7daf07a34f81,Pork in mustard sauce,Quick and easy  this dish is ideal for the family weekday meal.,all autumn british dinner parties dinner party easy meals family meals fine dining fry inspiration less than 30 min. low cost main pork quick and easy quick dinners spring summer weekday winners winter,Main course Dinner,British,1 tbsp sunflower oil 500g pork loin steaks 4 spring onions  trimmed and sliced 150ml apple juice 200ml chicken stock made with quarter stock cube 2 tsp thyme  leaves only 2 tsp Dijon mustard (or coarse grain mustard) 100g reduced-fat crème fraîche Broccoli  to serve New potatoes  to serve,Heat the oil in a frying pan and brown the pork steaks on each side. Set aside in a shallow dish.Add the spring onion to the pan with the butter and cook over a medium heat for 2-3 minutes.Return the pork to the pan with the apple juice stock thyme and mustard. Simmer for 15 minutes turning the pork every so often. Remove the pork from the pan and set aside.Return the pan to the heat and boil the pan juices for 3 minutes. Stir in the crème fraîche and simmer for 2 minutes. Return the pork to the sauce to heat through.Serve with the steamed broccoli and new potatoes.,Each serving of this recipe contains 521kcal of Energy. This represents    26 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 31g of Fat. This represents    45 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 13g of Saturates. This represents    63 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 7.7g of Sugar. This represents    9 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 0.85g of Salt. This represents    14 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/stilton-and-nut-bites/384dcb10-2aff-11e9-8802-7daf07a34f81,Stilton and nut bites,Great for cheese lovers. Store in an airtight container and keep for up to two weeks.,31-60 min. all bake british budget budget recipes buffet cakes and baking cheese christmas christmas food gifts christmas recipes fine dining food gifts inspiration new year nuts and nibbles party dishes snack winter,Buffet,British,175g plain flour Large pinch of cayenne pepper Large pinch of dry mustard powder Pinch of salt 125g cubed butter 50g grated Asda Stilton 75g grated Asda Extra Mature Cheddar 75g finely chopped walnuts 1 large egg 2 tbsp poppy seeds,Pre-heat the oven to 190C/170C Fan/Gas 5. Line three baking trays with baking paper. Sift flour cayenne pepper dry mustard powder and salt into a bowl and stir. Rub in butter.Add Stilton Cheddar and walnuts and stir to mix evenly. Beat egg and add half to the walnut mix. Mix with your hands to make a dough.Shape into 40 small balls. Put on the trays leaving a gap between each one and flatten slightly with the palm of your hand.Brush the tops with the rest of the beaten egg then sprinkle with poppy seeds.Bake for 15 minutes. Cool the bites on the baking trays for 5 minutes then transfer to wire racks to finish cooling.,Each serving of this recipe contains 70kcal of Energy. This represents    4 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 5.5g of Fat. This represents    8 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 2.5g of Saturates. This represents    12 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 0.1g of Sugar. This represents    less than 1 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 0.1g of Salt. This represents    2 percent of an adult’s daily reference intake which is considered a low amount
https://groceries.asda.com/recipes/tropical-dried-fruit-cheesecake/384e3fea-2aff-11e9-8802-7daf07a34f81,Tropical dried fruit cheesecake,Soaking the fruit in Malibu gives this baked cheesecake an unexpected twist. Or add raisins soaked in rum instead for a traditional flavour.,61-90 min. all autumn bake budget budget recipes cakes and baking cheese christmas christmas cake creations christmas desserts christmas dinner alternatives christmas recipes dessert dinner parties dinner party fine dining fruit global inspiration mothers day new year spring summer winter,Baking Dessert,American,50g Urban Fruit Dried Mango  chopped 50g Urban Fruit Dried Pineapple  chopped 4 tbsp Malibu 85g butter  melted  plus extra for greasing 175g Chosen by you Digestive Biscuits 2 level tbsp desiccated coconut 2 x 250g packs Chosen by you Italian Mascarpone (full fat) 1/2 level tsp Extra Special Vanilla Bean Extract 1 lime  juice and zest 1 level tbsp cornflour 150g caster sugar 100ml soured cream 2 large eggs  plus 1 extra yolk Fresh mango slice  to decorate Fresh pineapple slices  to decorate Pomegranate seeds  to decorate Mint  to decorate,Put the dried fruit in a bowl with the Malibu. Cover with cling film and soak for 3 hours.Pre-heat the oven to 160C/140C Fan/Gas 3. Grease a 20cm deep loose-based cake tin with butter and line the base with baking paper. Stand the tin on a baking tray.Crush the biscuits in a processor or put them in a freezer bag and bash with a rolling pin. Add the coconut and butter and mix well. Spread evenly on the base of the tin and press down firmly with the back of a large spoon. Bake for 10 minutes remove from the oven and set aside.Put the mascarpone in a bowl with the vanilla extract lime zest and juice cornflour sugar soured cream eggs and extra yolk. Whizz with a handheld blender until smooth scraping the sides of the bowl halfway through to make sure everything is mixed in.Stir the soaked fruit into the mixture along with any Malibu that hasn’t been absorbed then pour into the tin and level the top. Bake for 1 hour until almost set but still slightly wobbly in the middle – it will get firmer as it cools.Turn off the oven but leave the cheesecake inside with the door ajar for another 30 minutes. Cool then refrigerate until ready to serve.Decorate with the fresh fruit and sprigs of mint to serve.,Each serving of this recipe contains 356kcal of Energy. This represents    18 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 21.5g of Fat. This represents    31 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 12.4g of Saturates. This represents    62 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 23.7g of Sugar. This represents    26 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 0.45g of Salt. This represents    8 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/tuna-sushi-rolls/384f0374-2aff-11e9-8802-7daf07a34f81,Tuna sushi rolls,This family-friendly version is made with tuna mayo - get the kids to help you roll them up!,family japanese kids tuna,Light meals Lunch,Japanese,275g sushi rice 2tbsp Asda Rice Vinegar 2 courgettes  cut into long  thin ribbons with a vegetable peeler 160g tin Asda Tuna Chunks in Spring Water  drained 2tbsp Asda Lighter Than Light Mayonnaise 2 spring onions  finely chopped ½ avocado  thinly sliced 1 carrot  cut into batons Yutaka Sushi Ginger  to serve Yutaka Japanese Wasabi Paste  to serve You will also need a sushi rolling mat,Put the sushi rice into a large pan with 500ml water and cover with a tight-fitting lid. Bring to a boil then simmer gently for 25 mins. Take off the heat but do not remove the lid and allow to stand for 10 mins. Stir in the rice vinegar and leave to cool.To make the sushi start by laying half the courgettes in overlapping strips on the rolling mat. With wet hands spread half the rice over the bottom half of the courgettes in a 1cm-thick layer.Mix together the tuna mayonnaise and spring onions. Spoon half the mixture in a line across the centre of the rice. Arrange half the avocado slices and half the carrot batons along one side of it.Fold the bottom edge of the courgettes and rice over the filling then roll up using the mat – take your time to get a firm and even result. Repeat the process with the remaining ingredients to make another sushi roll.Wrap a sheet of clingfilm tightly around each roll and chill in the fridge for 15 mins or until firm. Slice each roll into 10 pieces using a sharp knife dipped in water between cuts.To serve arrange the sushi rolls on a platter with the sushi ginger and the wasabi paste on the side.,Each serving of this recipe contains 355kcal of Energy. This represents    18 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 6.8g of Fat. This represents    10 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.3g of Saturates. This represents    7 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 1.7g of Sugar. This represents    2 percent of an adult’s daily reference intake which is considered a low amount,Each serving of this recipe contains 0.43g of Salt. This represents    7 percent of an adult’s daily reference intake which is considered a medium amount
https://groceries.asda.com/recipes/warm-salad-with-cheese-toasts/384e6749-2aff-11e9-8802-7daf07a34f81,Warm salad with cheese toasts,Grilled Mediterranean vegetables with a tasty dressing.,all autumn autumn salads bread cheese dinner parties dinner party easy meals family favourites family meals fine dining grill inspiration less than 30 min. lessthan30 light meals low cost lunch mediterranean quick and easy romantic recipes salad starter summer vegetable vegetarian vegetarian recipes weekday winners world flavours,Lunch Salad Starter Light meals,Mediterranean,2 large courgettes  sliced lengthways into 4 strips 2 Asda Extra Special Sweet Pointed Peppers  halved lengthways into 4 strips and de-seeded 2 tbsp olive oil 78g bag Asda wild rocket 400g cherry tomatoes  halved 170ml bottle Asda Extra Special French Dressing 1 baguette  cut into 12 slices 250g soft goat's cheese  cut into 12 slices 50g Asda Pine Nuts  toasted,Heat the grill. Put the courgettes and peppers on a baking sheet drizzle with oil and sprinkle with salt. Grill for 4 minutes on each side. Set aside.Arrange the rocket and cherry tomatoes on four serving plates. Peel the skin off the peppers then slice. Put the peppers and courgettes on top of the rocket. Drizzle the dressing on the salad.Top the baguette slices with the cheese and grill for 3 minutes. Sprinke the pine nuts on the salad and serve with the toasties.,Each serving of this recipe contains 841kcal of Energy. This represents    42 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 52.3g of Fat. This represents    75 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 15.1g of Saturates. This represents    75 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 14.2g of Sugar. This represents    16 percent of an adult’s daily reference intake which is considered a high amount,Each serving of this recipe contains 2.4g of Salt. This represents    40 percent of an adult’s daily reference intake which is considered a high amount
https://groceries.asda.com/recipes/coronation-chicken/384e18a5-2aff-11e9-8802-7daf07a34f81,Coronation chicken,This is a simple version of the popular classic  with a mild  fruity dressing and rice salad. Rather than cooking it from scratch  try using turkey or leftover roast chicken instead.,31-60 min. all autumn british chicken curry recipes family meals freezable low cost main spring summer summer weekday winners weekday winners,Main course Dinner,British,1 pack Smart Price Chicken Breast Fillets  about 550g 8 Chosen by you Dried Apricots  roughly chopped 2 level tbsp Sharwood’s Korma Paste 2 level tsp tomato purée 1 tbsp lemon juice 300g long grain rice 125ml Chosen by you Light Mayonnaise 75ml Chosen by you Fat Free Greek Style Yogurt 1/2 x 415g can Del Monte Peach Slices in Juice  drained 1/4 cucumber  diced 2 spring onions  sliced,Put the chicken in a pan with enough cold water to cover. Bring to the boil and simmer gently partially covered for 20 minutes. Drain off 100ml of the cooking liquid and put aside. Transfer the chicken and the rest of the stock to a bowl and leave to cool.Put the reserved 100ml stock in a small pan with half the apricots and the Korma paste tomato purée and lemon juice. Cover and bring to the boil. Reduce heat and simmer partially covered for 15 minutes until about half the liquid has evaporated. Leave to cool then mash with a fork to break down the apricots.Rinse the rice in a sieve under cold running water. Put in a pan with 1.2l water and a pinch of salt. Bring to the boil stir once cover then simmer for 12-15 minutes. Drain and rinse again. Put in the fridge until ready to use.Stir the curry mixture into the mayonnaise and yogurt. Cut the chicken into bite-sized pieces discarding the rest of the stock. Mix with the curry sauce and peach slices.Combine the rice with the cucumber spring onion and remaining apricots. Serve with the cold chicken.,Each serving of this recipe contains 532kcal of Energy. This represents    27 percent of an adult’s daily reference intake which is considered a regular amount,Each serving of this recipe contains 14.4g of Fat. This represents    21 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 2.4g of Saturates. This represents    12 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 10.7g of Sugar. This represents    12 percent of an adult’s daily reference intake which is considered a medium amount,Each serving of this recipe contains 1.2g of Salt. This represents    20 percent of an adult’s daily reference intake which is considered a medium amount
